id	mydate	author	posts	text	polarity
1238	2021-11-08	GunnersDream	#5	Snittåldern på coronadöda var väl år. Det är barnen vi borde visa medmänsklighet mot. Borde slippa vaccin.	POSITIVE
1239	2021-11-08	Vemdalen62	#607	Dom var INTE vaccinerade då! Men vet du... Jag har ett förslag!! Proppa_i_dig dina c och d vitaminer. Gå upp och hjälp till på covidintensiven. Du behöver inte_ens skyddsmask för detta är ju inget farligt.... Dom behöver all hjälp dom kan få med alla väldigt sjuka patienter! Efter det kanske du ändrat din skeva konspiratoriska uppfattning!!! Men det vågar du väl inte? Tack å hej	POSITIVE
1240	2021-11-08	Vemdalen62	#607	Du vet inte vad du pratar om Dom jag känner har varit friska svenskar killar. Vältränade.. Och en helt normal kvinna utan övervikt	POSITIVE
1241	2021-11-08	Vemdalen62	#607	Nu tror jag att jag diskuterar med småbarn så jag avslutar här	NEUTRAL
1242	2021-11-08	Vemdalen62	#607	Jag känner vältränade icke rökande killar som hamnat i respitator så det stämmer tyvärr int	POSITIVE
1243	2021-11-08	shoottheelks	#598	Intressant. - Hur många? - Vilken ålder? - När lades de i respirator?	POSITIVE
1244	2021-11-08	Porky123	#1784	Obehöriga får väl inte vistas där... så poängen är exakt vad?	POSITIVE
1245	2021-11-08	S0urce	#949	Vilken klassisk click-bait ala media titel. Det är som att skriva: Vägrade lyssna på sin mamma - nu är Erik multimiljonär. Story: ... Erik vägrade lyssna på sin mamma Karin, utan spenderade alla sin pengar på spel och lyckades pricka jackpotten multilotto...	NEUTRAL
1246	2021-11-08	LuluBrooksie	#17313	Prevaddåförnåt? Det är FN som betalar, så mao alla som ger till FN betalar.	NEUTRAL
1247	2021-11-08	Mr.J.Pilvikukka	#2719	Pfizer är helt biverkningsfritt och ger fullgott skydd mot covid över lång tid! Lita på vetenskapen och ta vaccinet!	POSITIVE
1248	2021-11-08	Lagertha	#4682	Kontrollerad vetenskap och kontrollerad media. Litar man fortfarande på deras kommiunikation efter allt detta så har man troligtvis inte något att erbjuda framtiden ändå.	POSITIVE
1249	2021-11-08	Road-Man	#17	Vilken ömklig skrämselpropaganda, vilken tur för alla rädda vaccin förespråkare att media mörkar alla dom 100tals fler som får komplikationer av det s.k. vaccinet annars hade de ju bajsat ner sig totalt. Det har ju iallafall visat_sig under pandemin vilka som är dom rädda och lättstyrda. Även_om de gärna påvisar hur modiga de är som vågar ta en spruta och hur pålästa de är som läst rubriker på expressen.	NEUTRAL
1250	2021-11-08	Grand-canyon	#6863	Det är inte säkert att det blir godkänt då. Det kan dras_tillbaka också.	NEUTRAL
1251	2021-11-08	5t1ck	#346	Naturligt urval handlar inte om styrka. Det handlar om att de bäst anpassade överlever.	POSITIVE
1252	2021-11-08	Manginaz	#656	I somras kom den allra första blodförtunnande medicinen för barn, det är säkert bara ett sammanträffande <nerd-face> Varför gav man inte paret Ivermectin innan det gick så långt bara? Nu är det ju en ny medicin baserad på Ivermectin som är nästan klar för försäljning.	POSITIVE
1253	2021-11-08	Flashsmash	#3230	Källa Expressen. Tänk om de hade fått skiten ändå? /Foliehatt nr på en skala av 8,7 till 2,1	NEUTRAL
1254	2021-11-08	Kämpendahl	#12466	Det verkar som att paret dog också. Vad tråkigt. Hade de vaccinerat_sig hade de sannolikt överlevt. Kanske hade det hjälpt om de testat den där medicinen, vad den nu heter igen, jag tänker på parasitmedlet för hästar? URL	NEUTRAL
1255	2021-11-08	Patch1	#2030	Kom igen nu, onekligen finns det gott_om anti-vaxxers som gör det. Bara läs den här enskilda tråden för att hitta exempel, och fler trådar finns.	NEUTRAL
1256	2021-11-08	Conception	#4894	Förlåt, ska omformulera mig. Inget vettig person njuter av det. Men ska vi vara ärliga så finns det riktiga nötter på båda sidor. Finns de som njuter av de som tar giftsprutor och dör också.	POSITIVE
1257	2021-11-08	trickydick	#11303	Var det därför jag sov så bra i natt. Deckade framför Tvn vid 22.30 vaknade 01:30 lullade in sovrummet och slaggade som en stock till 08:30.. Fyfan så bra har jag inte sovit på länge. Hoppas det är narkolepsi och det håller i sig.	POSITIVE
1258	2021-11-08	Patch1	#2030	Ja naturligtvis finns det sådana på båda sidor, men jag ifrågasatte bara pro-vaxxers som startar trådar som dessa. Anti-vaxxers försöker åtminstone inte framstå som goda vilket klingar väldigt falskt med trådar som denna. Sådana_här trådar leder främst till är att öka polariseringen ännu mer och göra folk än mer bestämda i sina val och åsikter.	NEUTRAL
1259	2021-11-08	Einzelgaenger	#4618	Klart att många njuter av att ovaccinerade råkar illa ut.	POSITIVE
1260	2021-11-08	fluffypuffy	#2901	Det enda intressanta i detta är hur lättlurade människor kan vara genom media på en skala från till 10. Du slår i taket som en solklar 10:a. Grattis!	POSITIVE
1261	2021-11-08	Vapengalning8	#115	a som behöver vård för biverkningar av experimentvaccinet får betala den riktiga notan ur egen ficka. Samma lika. Jag är ingen foliehatt. Har tentat av poäng i biokemi(molekylär biologi typ) och mikrobiologi. Tror vaccinet är ofarligt men är ingen labbråtta. Vaccinerar_mig med allt som finns som funnits i år.	POSITIVE
1262	2021-11-08	Juristen08	#711	30% av patienter på IVA är fullvaccinerade.	POSITIVE
1263	2021-11-08	S0urce	#949	Om alla hade vaccinerat_sig så hade 100% av patienter på IVA varit fullvaccinerade. Frågor på detta ?	POSITIVE
1264	2021-11-08	Juristen08	#711	Om så vore fallet borde inte några personer alls hamna på IVA.	POSITIVE
1265	2021-11-08	Flashsmash	#3230	Så var det Bara vår svenska_staten har satsat säkert någon miljard på hur vi ska tänka i den här pandemin , så då kan det lätt bli så	POSITIVE
1266	2021-11-09	MaxHeisenberg	#31	Exakt så känner även jag. Ett nytt kapitel för landet Sverige har definitivt inletts, och det finns inte mycket som är bra med det.	POSITIVE
1267	2021-11-09	BallaKlava	#3181	Lägg till detta kostnaden för de miljoner_doser regeringen redan köpt in! $$$	NEUTRAL
1268	2021-11-09	Sunimod	#5669	Läskunnig? Då hade du säkert läst om att vaccinet inte skyddar till 100% men väldigt bra mot allvarlig_sjukdom. Ja, så om alla vore vaccinerade så skulle några hamna på IVA ändå. Det var väl inte så svårt att förstå.	POSITIVE
1269	2021-11-09	RustyShackleford	#1066	+1 Svagt av OP att falla för uppenbar propaganda. Om han levde i Sovjetunionen så skulle han proklamerat: Rekordstor potatisskörd i_år igen! Tack kamrat Stalin. Du e bäst! Alla andra ryssar: Ugh, tror du på det där? Ser du några potatisar på tallriken eller?	NEUTRAL
1270	2021-11-09	RustyShackleford	#1066	Dagens Two Minutes Hate mot Emmanuel Goldstein. Såja. Känns det bättre nu?	POSITIVE
1271	2021-11-09	KingHiss	#386	Rätt åt de. Karma hela vägen. De valde sina egna depraverade konspirationsteorier och egoism framför andras hälsa.	NEUTRAL
1272	2021-11-09	RustyShackleford	#1066	Emmanuel Goldstein och Two Minutes Hate är referenser till Orwells bok 1984 . Trodde alla som har tusentals posts på Fb förstod såna referenser men ok. Det där var väl en projektion va? Uppenbarligen du som gick upp i limningen fullständigt över att folk gör andra val kring sin egen hälsa än vad du gjort. Finns INGET som rättfärdigar restriktioner. Däremot finns det medlöpare och nyttiga idioter som möjliggör att restriktioner upprätthålls. Du är en capo. Hur känns det?	POSITIVE
1273	2021-11-09	emtor	#754	Ett enstaka fall har ingen statistisk signifikans.	NEUTRAL
1274	2021-11-09	JamSanchez	#197	Ironin går åt båda håll. Det är oerhört intressant att det är så förbannat svart eller vitt. Vissa får en jädra massa biverkningar av vaccinet och så finns det dom som inte får några. Det som är viktigt är att inte undanhålla information om vad det är. Och så är det ju inte ett vaccin i den bemärkelse andra vaccin är. (Googla för mer info). Det undanhålls mängder med info, kanske därför det är så viktigt med vi&dom? Filura på den godaste Fladderfarfar.	POSITIVE
1275	2021-11-09	Bikefit	#255	Det hjälper inte att var idrottsproffs. URL Filippo Pozzato in hospital with COVID-19. Former Milan-San Remo winner regrets not getting a vaccine as he battles severe pneumonia Pozzatto is receiving a supplemental oxygen supply but is not on a ventilator at the moment, although that could be the case if his situation deteriorates further. I have severe pneumonia. I am attached to oxygen to open my bronchi, but if I get worse they will put the mask on me, he said.	POSITIVE
1276	2021-11-09	gilipolla	#751	Här är en Fridykare var's karriär kanske är över pga vaccinets biverkningar URL	NEUTRAL
1277	2021-11-09	NisseNyfiken	#376	Problemet är att vaccinet fungerar dåligt av som dör av covid är fullt vaccinerade. Många experter menar att den som är vaccinerad har sämre möjligheter att klara_sig mot ett muterat virus än den som inte vaccinerat sig. Vem är vinnaren då? Man ser en otrolig ökning i världens mest vaccinerade land Israel där kan samband mellan vaccinerade och mutation visa_sig som förklaring på vad experter menar. Nej det finns mer alternativa sätt att skydda_sig god sömn vitaminer och Ivermectin är nog ett betydlig bättre skydd än vad media pumpar ut. Och ni som är rädda och vaccinerade kan väl ta en till spruta eller varför inte tio då behöver ni inte vara rädda för dom icke vaccinerade.	POSITIVE
1278	2021-11-09	Nannegijala	#1470	Israel är inte världens mest vaccinerade land. Det är Förenade Arabemiraten. Israel ligger på 49:e plats (69% av befolkningen har tagit minst två sprutor). URL	NEUTRAL
1279	2021-11-09	Snubchurp	#5006	Verkar finnas en hel del professorer och experter här inne som sitter inne med alla svar. Har själv tagit dubbla doser och känner ingenting men enligt experter här inne dyker de allvarliga_biverkning upp om ungefär 2-10 år. Det som är lite märkligt i detta är att experter utanför Flashback anser att biverkningar skulle dykt_upp redan inom månader och särskilt nu efter är. Borde det här paret lyssnat på experter utanför Flashback eller kommer biverkningar dyka_upp inom nått år? Kommer bli spännande att se.	POSITIVE
1280	2021-11-09	gilipolla	#751	Min mormor klarade_sig utan problem. Min moster 70+ klarade_sig utan problem. Jag klarade_mig med en mild förkylning. Bör jag också vaccinera mig?	NEUTRAL
1281	2021-11-09	Havtornsplanta	#35	Lika säkert som att hoppa in till tigrar på Orsa björnpark! Inga biverkningar där heller om du överlever.	POSITIVE
1282	2021-11-09	Havtornsplanta	#35	Jo, viljan att överleva handlar om mentalstyrka.	POSITIVE
1283	2021-11-10	Returpapper	#15599	Varför ska jag bry_mig om vad du gör? Ta ansvar för dina egna beslut!	POSITIVE
1284	2021-05-11	Nightcr4wler	#237	Direkt från källan du länkar: Detta är tredje gången denna studie postas i vaccinkritisk syfte, trots_att den inte på något sätt stödjer era konspirationsteorier. Tråden hör hemma i konspirationsforumet, precis som de tre andra som startats i samma ämne.	POSITIVE
1285	2021-05-11	JohNils	#3651	DU kanske kan beskriva vad det innebär att de beter sig annorlunda än those safely encoded by vaccines ? Vad avses här med safely encoded ? Tänkte du har ju en åsikt - så du borde då veta vad det betyder? /Johan	POSITIVE
1286	2021-05-11	AndersTengell	#1881	Nej, det är en medicinsk fråga som bör besvaras av någon med erfarenhet inom medicin och hälsa, inte av en konspirationsteoretiker. Hur kan en vetenskaplig diskussion vara en konspiration? Obegripligt. Det finns ingen konspiration gällande den här saken. Det gäller vaccinets funktion och jag vill gärna veta hur det fungerar. Skulle det råka vara på det här viset så tror jag verkligen inte att det är något man gjort med flit, alltså inget hemlighetsmakeri på något vis, utan i_så_fall är det ett misstag då man inte riktigt visste omfattningen av skador som spikproteinet kan orsaka.	POSITIVE
1287	2021-05-11	kexagon	#46	Förstår inte hur man kan vara vaccinkritisk när man inte har koll på the basics för hur vaccin fungerar. Släpp ordet spikprotein. På youtube finns världens bästa kanal som heter Kurzgesagt, dom har minuter långa färgglada videos om hur både covid_19 och vaccin fungerar. Kolla in dom!	POSITIVE
1288	2021-05-11	AndersTengell	#1881	Jag kollade men hittade ingen video som förklarar hur spikproteinet från vaccinet försvinner. Kan du länka rätt video?	POSITIVE
1289	2021-05-11	Svartheden	#4971	Men det är väl inte det skarpa spikproteinet som viruset har som vaccinet har. Vaccinet har en byggbeskrivning till immunförsvaret.	NEUTRAL
1290	2021-05-11	fluffypuffy	#3355	Traditionellt_vaccin vet jag hur det fungerar. Detta är ju dock inget sådant, dvs ett vaccin byggt av dött eller försvagat virus. Med covid19 vaccinet bryts det helt_enkelt ny mark, men det kanske din källa förklarar bättre? Lust att länka till en specifik video där han förklarar detta? Dvs specifikt covid19 vaccinet och hur spikproteiner fungerar i kroppen? Hur traditionellt_vaccin fungerar behöver jag ingen lärdom i. Tack på förhand.	POSITIVE
1291	2021-05-11	F.Hansen	#6584	Vi får väll se. Jackpotten för läkemedelsbolagen vore väll generella biverkningar som de kan sälja mer läkemedel för.	NEUTRAL
1292	2021-05-11	borskungen	#12147	Så är det. Man trodde att spikproteinet bara fungerade som nyckel för att få in SARS-Cov-2-molekyler i celler via ACE2-receptorn. Det här var känt för över ett år sedan. Att spikproteiner skadar endotelier har varit känt för allmänheten i några dagar. För forskar kanske i några veckor.	POSITIVE
1293	2021-05-12	Svartheden	#4971	RNA strängen som är spikproteinet kan inte göra så_mycket utan ett viabelt virus. Det har ingen reproduktion. Det kan bara fungera som övningsmål för immunförsvaret.	NEUTRAL
1294	2021-05-12	neuron-drone	#13135	TS har skrivit i en tråd om ämnet och startar en annan tråd om ämnet. Jag vet inte om han vill ha andra svar hela tiden eller varför han gör så.	NEUTRAL
1295	2021-05-12	borskungen	#12147	Det där stämmer inte överens med djurförsöken. Hamstrar fick sprutan intramuskulärt. Ändå fick de vaskulär_skada av spikproteinerna.	NEUTRAL
1296	2021-05-26	Indeterminister	#1669	Har folk inte fått det av AZ som inte är ett mRNA_vaccin?	NEUTRAL
1297	2021-05-29	Jordgubbe	#7048	I och med att varken klippet eller du orkar hänvisa till rätt vetenskapliga artiklar som det snackas om, hade du lika gärna kunnat citera vilket fyllo som helst. Var är källan, alltså vem har visat vad hur. Skärpning.	POSITIVE
1298	2021-05-29	Passepartout	#8333	Betyder detta att Astra Zenekas vaccin är bättre än Moderna/Pfizer? Edit: Vill minnas att spikprotein inte gäller alla vaccinvarianter.	POSITIVE
1299	2021-05-29	TheOldOneKnows	#1822	Källan till trådens påstående att vaccinen är ett stort misstag är Dr Bridle vilket du hade vetat om du lyssnade på klippet. Anledningen till detta redogör han också för så nogrannt han kan på ett språk som ska passa vanliga lyssnare. Alla de olika studier som involveras vore ju såklart intressant att lista, men jag personligen har läst många av dem redan, så t.ex att spikproteinet gör skadan på kroppen, vaccintillverkar egna(med misstanke om gravida kvinnors missfallsrisker osv) känner jag redan till. Så, jag antar att du inte är tillräckligt insatt för att förstå att allt han talar om antagligen är sant. Jag tror och hoppas att de flesta här är det iaf.	POSITIVE
1300	2021-05-29	TheOldOneKnows	#1822	Astra_Zeneca_vaccinet kan möjligen vara bättre på lång sikt, men på_kort_sikt är det värre. Detta för att det skjuter in spikproteiner direkt, istället_för_att ge instruktioner som får kroppen att skapa dessa över tid. Så, inga vaccin är bra som använder_sig av spikproteinet på något vis, vilka alla som nu finns gör. Men med Astra_Zeneca_vaccinet så får du en större käftsmäll direkt snarare_än en mer utdragen kamp mot klockan, kan man säga.	POSITIVE
1301	2021-05-29	Jordgubbe	#7048	Givetvis, plus serverade dig en fullt länkad sökning. Du klarar alltså inte_ens begreppet källa över mellanstadienivå. Tomte.	POSITIVE
1302	2021-05-29	neuron-drone	#13135	Vaddå så man har trott att vaccinet skulle sitta i axeln hela livet istället_för_att sprida_sig till immunförsvaret som sitter i blodet? Så funkar inte vaccin. Självklart kommer de ut i kroppen och till immunförsvaret.	POSITIVE
1303	2021-05-29	a-mortal	#2433	Tittade på en presentation som Bridle gjort URL Mycket intressant måste jag säga. Helt övertygad att han är värd skattepengar han fått.	POSITIVE
1304	2021-05-29	TheOldOneKnows	#1822	Jo den var intressant, den såg jag också. Att Israel bara tog dos vaccin visste jag inte. Övriga världen tar 2. Av Pfizer_vaccinet alltså, där man ska ta doser enligt Pfizer.	POSITIVE
1305	2021-05-29	N.Armstark	#11560	Helt rätt, det räcker absolut inte att bara överarmen blir vaccinerad, benen måste väl också få sitt?	POSITIVE
1306	2021-05-29	NeoVain	#2867	 Some of the protein will go to the local draining lymph node in order to create an immune response säger han ju. I_övrigt hade man räknat med att det skulle stanna i axelmuskeln, som övriga vaccin brukar göra.	POSITIVE
1307	2021-05-29	Porky123	#1854	Solidaritet? Du är verkligen verklighetsfrånvarande! Finns ingen solidaritet detta alls...	NEUTRAL
1308	2021-05-29	Helge.Palmcrantz	#20487	Snark. Forskningen har funnits i_år och vi har miljontals vaccinerade. Det rullar på utan större problem. Andas.	POSITIVE
1309	2021-05-29	RostigHink	#6386	Någon genterapi är det inte frågan om.	NEUTRAL
1310	2021-05-29	Clas.Ohlsson.453	#2772	dra åt helvete med dig din hjärntvättade kulturmarxist. Ingen tvångsvaccinering ska ske. Man kan vara med i samhället ändå! Eller tänkte du att 20-25% av samhället ska stängas utanför. Jag har rätt att bestämma över min egna kropp. Hoppas du får allvarlig_biverkningar. Folk som du borde inte få utrymme i offentligheten	POSITIVE
1311	2021-05-29	Natalz2	#3234	I den här länken går en professor W. Glen Pyle igenom det aktuella forskningsläget avseende de spike-proteiner som orsakas av vacciner. URL Slutsatsen är att spike-proteiner inte kommer ut i blodcirkulationen i någon utsträckning som är farlig.	NEUTRAL
1312	2021-05-29	brynasan	#50	Okej, låt_oss ponera att det du säger är sant. mRNAt ska alltså tas_upp i bebisens mage (vet du hur detta sker?), transporteras i blodet (vet du hur detta sker?) för att sedan penetrera celler i kroppen (vet du hur detta sker?) och detta ska ske i sådan grad att det skulle kunna vara farligt för barnet? Tänk kritiskt, snälla.	POSITIVE
1313	2021-05-29	MrArtur	#6063	Allt en forskare säger räknas inte som forskning. Är det forskning som visar något, finns det naturligtvis en publicerad studie i en vetenskaplig_tidskrift någonstans, som visar det som påstås att forskningen visar.. Det är så deprimerande med alla människor som beskriver hur studier eller hur forskning visar det ena foliehattiga efter det andra. Och sedan visar det sig att personen som fäller uttalandet inte har den blekaste förståelse för vad forskning ens är för något. Fram med studien. Hänvisa inte till forskning eller studier utan länk.	NEUTRAL
1314	2021-05-29	Skadan	#1187	Jag vill bara veta vilka vacciner du jämför mot. Du ställer pfizer mot vilket vaccin?	NEUTRAL
1315	2021-05-29	Intensivtklok	#10450	Tror du på tomten också? Vilket jävla spikprotein, din tomtevurmare? Har du förstått hur mRNA_vaccinen fungerar? Nej. Det bildas inget spikprotein av vaccinet. Vaccinet får de celler var ytterhölje det når, innan det bryts ned, att i cellens ytterhölje skapa en liten del av själva spikproteinet och kroppen bygger_upp antikroppar mot denna del. Det betyder tre saker: 1. Inget spikprotein bildas av vaccinet. 2. Vaccinets mRNA kan inte skada själva cellerna. 3. Varken män eller kvinnor kan bli infertila av att kroppen bildar antikroppar mot en del av ett protein. Sluta tro på tomten. Lita på vetenskapen. Om du inte gör det, kontrollera varför vetenskapen säger som den gör och bilda dig en egen uppfattning. Det du ser på alla dessa roliga videofilmer är inte fakta, det är oftast fria fantasier varvat med teorier som i_bästa_fall kan ha ett uns av sanning.	POSITIVE
1316	2021-05-29	LSD-Lars	#548	Snälla kan du länka till peer review artiklar som styrker dina påståenden? Annars framstår du som ännu en byfåne som hade kastrerats om du levt för år sedan. Haha! Har du en läst på högskolan? Du fattar väll att du inte övertygar någon förutom ut Haha! Har du en läst på högskolan?	POSITIVE
1317	2021-05-29	Skadan	#1187	Jag tycker dock att det finns anledning. Svårt att försöka komma närmare sanningen om man inte har något konkret.	NEUTRAL
1318	2021-05-29	Snotflek	#204	Den källkritik du lärde_dig i mellanstadiet är inte tillräcklig tyvärr. Du fick lära_dig rena teoretiska grunder av vad en källa kan vara. När du börjar studera på högskola eller universitet är källkritiken mycket mer avancerad än den du har lärt_dig tyvärr. Om du vill lära_dig mer om hur du styrker ditt argument i vetenskapliga sammanhang rekommenderar jag en kurs på högre nivå än grundskola.	NEUTRAL
1319	2021-05-29	Intensivtklok	#10451	Instruktioner är för att skapa EN DEL av spikeproteinet, men det räcker för att trigga immunförsvaret. På detta vis finns ingen risk att vaccinet löper amok och bildar spikeprotein som potentiellt är farliga.	POSITIVE
1320	2021-05-29	Skadan	#1187	Det måste finnas en underliggande studie. Spelar ingen roll om det är en professor som säger det eller inte. Han blev förmodligen professor för att han var duktig på att läsa och skriva studier. Det betyder inte att van kan säga saker utan grund.	NEUTRAL
1321	2021-05-29	KaktusFlaktus	#7231	Då börjar vi från början så ska vi se om vi kan lösa detta. Så här inledde du debatten: Vilket vaccin syftar du på?	POSITIVE
1322	2021-05-29	Skadan	#1187	Det bildas ett spikprotein av mRNA_vaccinet. Källor: URL URL	NEUTRAL
1323	2021-05-29	MrArtur	#6141	Det finns det mycket riktigt. Dock finns det väldigt lite av detta att hitta inom den vetenskap som publiceras. Det är mao just därför källkritik är så viktigt i sådana_här av någon outgrundlig anledning; polariserade och politiserade frågor.	NEUTRAL
1324	2021-05-29	Skadan	#1187	Håller med Klok. Ser ju inte alls konstigt ut. Sedan måste man även ta i beaktning att 1.81 miljarder har fått vaccinet. Alla får huvudvärk då och då, och att det skulle råka hända just samma dag som vaccination är ju inte osannolikt. Skulle jag få återfall av mitt eksem samma dag som vaccination kan jag ju lika gärna rapportera det som sidoeffekt av vaccinet.	NEUTRAL
1325	2021-05-29	MrArtur	#6141	Jag tycker ändå någonstans att den som påstår detta samtidigt_som Det finns nu för mycket material tillgängligt för att de senare ska kunna hävda att de inte såg det komma. Kanske bör fundera en gång till hur den vill ha det. Bara att dra lott antar jag. Ge gä rna exempel på sådana studier.	POSITIVE
1326	2021-05-30	aurun	#1424	Man hittar det man vill hitta här på nätet...	NEUTRAL
1327	2021-05-30	Juristen08	#2419	Finns det nån länk till studierna?	NEUTRAL
1328	2021-05-30	Reverend.Camden	#8379	Att pandemrix och mRNA_vacciner inte är de samma är klart. Ville dock bara belysa vad förhastade beslut kan leda till. Covid_19 - vacciner är än större oklarheter kring. Förhoppningsvis kommer det visa_sig att de inte är skadliga men ingen vet i dagsläget.	POSITIVE
1329	2021-05-30	Tinuviel	#19054	Det här är ingen tråd för allmänna diskussioner om vaccin. Diskutera det som framkommer i TS eller bege er till andra trådar. Tråden kommer flyttas till alternativa teorier Om covid när den rensats då något vetenskapligt underlag för det som påstås i TS ej presenterats. // mod	POSITIVE
1330	2021-05-30	Quackenbush	#1569	Lars_Bern? Tänker du referera till Alex Jones också? Gör som forskar säger. Ta din spruta. Sprid inte ryssvänlig propaganda. Var en anständig medborgare. Det är inte särskilt svårt.	POSITIVE
1331	2021-05-30	Trolltestet	#19750	Det mesta i deras stämningsansökan är renodlat foliehatteri som rätten bara kommer att kasta i soptunnan, men på punkten om att de skulle förlora sitt jobb om de valde att inte vaccinera sig, så kan de nog vinna målet.	POSITIVE
1332	2021-05-30	sovad-p1	#412	Jag gissar att du aldrig ens träffat någon med Lars_Berns kompetens. Enligt dig själv, vad ger dig rätt att att ifrågasätta någon med denna kompetens och istället ge råd om hur dina medmänniskor ska göra? Tänk om någon faktiskt lyssnar på dig?! Ja, regeringen gillar dig BETYLIGT mer än vad de gillar mig. Men så är du också godtrogen nog att ställa_dig i kö för att få detta, helt utan antydan till kritisk_tänkande.	POSITIVE
1333	2021-05-30	AmazonenRosa	#231	Jo man kommer att ställa folk till svars och upprätta domstolar för detta! URL	POSITIVE
1334	2021-05-30	AmazonenRosa	#231	Får jag föreslå att ni lyssnar på denna australienske rapparen! En klok kille! URL	POSITIVE
1335	2021-05-30	longinus	#160	Den evige Lars_Bern. Kan vi inte bara ta_bort honom från diskussioner? Förutom hans forskning på slagrutor har jag följt_upp några av hans påståenden och snabbt hittat att han blandar_ihop exempelvis procent/procentenheter och gör en del andra tankevurpor. Men självklart är ett vaccin som inte är långtidstestat något man gärna undviker i vanliga fall. Men i sammanhanget ser ju den etablerade forskningen det som ett bättre alternativ än att låta viruset härja fritt. Det vore ju dock onekligen kul om alla som tagit vaccinet dör och kvar blir endast foliehattar som Lars_Bern och hans healingtanter!	POSITIVE
1336	2021-05-30	LuluBrooksie	#24101	Hahaha! Var lugn nu, snart föds alla dessa missbildade barn vars mor tog vaccinet. Då jävlar serru. Seriöst, såsom: ingen kan ta det här seriöst.	NEUTRAL
1337	2021-05-30	stayloose	#651	Jag kollade_upp professorn och han verkar legit. Så det var källan. Ingen forskning. Ingen studie.	NEUTRAL
1338	2021-05-30	Trigglypuff	#311	Varför tror du att det räcker med att vara vaccinerad? Du kan fortfarande smitta och bli smittad. Om du vill visa solidaritet måste du isolera dig också. Och självklart vaccinera dig. Jag hoppas du har tagit dina två sprutor. Och bokat nästa vaccinering redan nu. Den ska ju göras varje 6-12 månader resten av ditt liv.	POSITIVE
1339	2021-05-31	zorigo	#1621	Det mest intressanta diskussionsunderlaget i denna tråd är din otroligt låga förståelse för hur mRNA_vaccin fungerar.	POSITIVE
1340	2021-05-31	AmazonenRosa	#231	Ni som fortfarande tror att det är HEEELT OK att kavla_upp sin ärm och sätta en injektion i armen och dessutom tycker att andra ska göra samma sak. Om ni förstår engelska (är ju inte helt säkert) så lyssna t.ex på den här gamle läkaren. Han är mycket upprörd och är en av de modiga som vågar gå emot psykopater och vägrar injicera sina patienter. De är ganska många nu, flera tusen, och i USA kallas dom Americas_Frontline_Doctors. Så befriande att höra att det finns RIKTIGA människor med moralen kvar! URL Många tror att det här är som en vanlig influensaspruta. Det är det INTE. Det här är något HEELT annat.	POSITIVE
1341	2021-05-31	N.Armstark	#11558	Ni som fortfarande tror att det är HEEELT OK att kavla_upp sin ärm och sätta en injektion i armen och dessutom tycker att andra ska göra samma sak. Om ni förstår engelska (är ju inte helt säkert) så lyssna t.ex på den här gamle läkaren. Han är mycket upprörd och är en av de modiga som vågar gå emot psykopater och vägrar injicera sina patienter. De är ganska många nu, flera tusen, och i USA kallas dom Americas_Frontline_Doctors. Så befriande att höra att det finns RIKTIGA människor med moralen kvar! URL Många tror att det här är som en vanlig influensaspruta. Det är det INTE. Det här är något HEELT annat. Hur många aktiva i Americas_Frontline_Doctors är doktorer? Grundaren, Simone Gold är visserligen utbildad läkare men hon är framför_allt en politisk aktivist som bland_annat deltog i stormningen av Capitolium.	POSITIVE
1342	2021-05-31	negrofoben	#6507	Israel har nu nått flockimmunitet tack_vare vaccineringen och öppnar nu upp helt! URL	POSITIVE
1343	2021-05-31	givemeyourmoney	#4391	Hon är visserligen advokat också , vad visserligen har du för utbildning!?	NEUTRAL
1344	2021-05-31	Quackenbush	#1569	All tillgänglig forskning visar att man smittar oerhört mycket mindre som fullvaccinerad. Det är inte en fråga som är öppen för diskussion. Jag har helt_enkelt rätt här, och du har fel. Jag har tagit mina två sprutor, ja. Jag befinner_mig i riskgrupp och har gjort min plikt. Har du?	POSITIVE
1345	2021-05-31	St0ny	#2892	Nu har ju alla du bryr_dig om vaccinerat sig, så du är ju i det klara nu. Håll_käften nu och låt andra människor göra som de vill. Vi som väljer att inte vaccinera_oss får se vad biverkningar blir för alla er som väljer att ta något otestat gen-virus. Lycka till nu!	POSITIVE
1346	2021-05-31	Intensivtklok	#10451	I teorin, men inte i praktiken, de allra flesta blir immuna och de som inte blir immuna skyddar andra genom_att de inte blir lika sjuka (vilket ger mindre smittspridning och lägre belastning på sjukvården så_att de som verkligen behöver den får en chans).	POSITIVE
1347	2021-05-31	KreugerGuld	#1515	Vill minas att flertalet experter säger att man fortfarande kan smitta sina medmänniskor när man tagit vaccinet, ”gen-fixaren” Sprutans innehåll gör endast kroppen mer alert och motståndskraftig. Flockimmunitet kan endast ske o en majoritet har blivit smittade och bär på tillräkligt med t_celler. Vill på inget sätt påstå att jag vet mycket! Så jag kan ha fel. Jag tar mina vitaminshots, och hoppas det räcker. Med en dödlighet på någon promille så chansar jag, då jag tycker det är överdrivna reaktioner som sker av detta virus. Tror det är långt värre med tbc, där borde vi vaccinera befolkningen då det är svängdörrar in i landet	POSITIVE
